"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000024845.1","GCA_000224745.1","GCA_009936255.1","GCA_009936275.1"
"RmaAA213_05180","","galactose-1-phosphate uridylyltransferase","4","4","1","1","2681","1","2598","","1055","1055","1055","179fc4b66b5fe7c86a05d012dd5a340c_2111","2124b6b02b7cef79fdc244b38ecf46bc_2062","RmaAA213_05180.p01","RmaAA338_05160.p01"
"RmaAA213_05200","","dihydrodipicolinate synthase family protein","4","4","1","1","2679","1","2600","","917","917","917","179fc4b66b5fe7c86a05d012dd5a340c_2119","2124b6b02b7cef79fdc244b38ecf46bc_2070","RmaAA213_05200.p01","RmaAA338_05180.p01"
"Rmar_0497","","hypothetical protein","4","4","1","1","2676","1","2603","","1763","1763","1763","179fc4b66b5fe7c86a05d012dd5a340c_2132","2124b6b02b7cef79fdc244b38ecf46bc_2082","RmaAA213_05230.p01","RmaAA338_05210.p01"
"RmaAA338_05220","","hydroxyproline-2-epimerase","4","4","1","1","2675","1","2604","","1001","1001","1001","179fc4b66b5fe7c86a05d012dd5a340c_2136","2124b6b02b7cef79fdc244b38ecf46bc_2086","RmaAA213_05240.p01","RmaAA338_05220.p01"
"RmaAA213_05260","","hypothetical protein","4","4","1","1","2673","1","2606","","809","821","818","179fc4b66b5fe7c86a05d012dd5a340c_2144","2124b6b02b7cef79fdc244b38ecf46bc_2094","RmaAA213_05260.p01","RmaAA338_05240.p01"
"Rmar_0041","","hypothetical protein","4","4","1","1","42","1","2117","","656","656","656","179fc4b66b5fe7c86a05d012dd5a340c_180","2124b6b02b7cef79fdc244b38ecf46bc_177","RmaAA213_00400.p01","RmaAA338_00400.p01"
"RmaAA213_05300","","protein of unknown function UPF0027","4","4","1","1","2669","1","2610","","2966","2966","2966","179fc4b66b5fe7c86a05d012dd5a340c_2160","2124b6b02b7cef79fdc244b38ecf46bc_2110","RmaAA213_05300.p01","RmaAA338_05280.p01"
"Rmar_0505","","hypothetical protein","4","4","1","1","2668","1","2611","","809","809","809","179fc4b66b5fe7c86a05d012dd5a340c_2165","2124b6b02b7cef79fdc244b38ecf46bc_2115","RmaAA213_05310.p01","RmaAA338_05290.p01"
"Rmar_0509","","Cna B domain protein","4","4","1","1","2664","1","2615","","1019","1019","1019","179fc4b66b5fe7c86a05d012dd5a340c_2182","2124b6b02b7cef79fdc244b38ecf46bc_2131","RmaAA213_05350.p01","RmaAA338_05330.p01"
"Rmar_0510","","hypothetical protein","4","4","1","1","2663","1","2616","","620","620","620","179fc4b66b5fe7c86a05d012dd5a340c_2186","2124b6b02b7cef79fdc244b38ecf46bc_2135","RmaAA213_05360.p01","RmaAA338_05340.p01"
"RmaAA338_05350","","L-sorbosone dehydrogenase","4","4","1","1","2662","1","2617","","1250","1292","1281","179fc4b66b5fe7c86a05d012dd5a340c_2191","2124b6b02b7cef79fdc244b38ecf46bc_2139","RmaAA213_05370.p01","RmaAA338_05350.p01"
"RmaAA338_05360","","two-component sensor histidine kinase","4","4","1","1","2661","1","2618","","1469","1469","1469","179fc4b66b5fe7c86a05d012dd5a340c_2196","2124b6b02b7cef79fdc244b38ecf46bc_2143","RmaAA213_05380.p01","RmaAA338_05360.p01"
"Rhom172_0514","","outer membrane efflux protein","4","4","1","1","2657","1","2622","","1241","1241","1241","179fc4b66b5fe7c86a05d012dd5a340c_2213","2124b6b02b7cef79fdc244b38ecf46bc_2159","RmaAA213_05420.p01","RmaAA338_05400.p01"
"Rhom172_0515","","hypothetical protein","4","4","1","1","2656","1","2623","","506","506","506","179fc4b66b5fe7c86a05d012dd5a340c_2217","2124b6b02b7cef79fdc244b38ecf46bc_2163","RmaAA213_05430.p01","RmaAA338_05410.p01"
"RmaAA338_05460","","hypothetical protein","4","4","1","1","2651","1","2628","","989","989","989","179fc4b66b5fe7c86a05d012dd5a340c_2243","2124b6b02b7cef79fdc244b38ecf46bc_2187","RmaAA213_05480.p01","RmaAA338_05460.p01"
"Rmar_0046","","hypothetical protein","4","4","1","1","49","1","2124","","1706","1706","1706","179fc4b66b5fe7c86a05d012dd5a340c_201","2124b6b02b7cef79fdc244b38ecf46bc_203","RmaAA213_00470.p01","RmaAA338_00470.p01"
"bpsA","","protein of unknown function DUF43","4","4","1","1","2642","1","2637","","1094","1094","1094","179fc4b66b5fe7c86a05d012dd5a340c_2285","2124b6b02b7cef79fdc244b38ecf46bc_2250","RmaAA213_05570.p01","RmaAA338_05550.p01"
"RmaAA213_05660","","ABC transporter ATP-binding protein","4","4","1","1","2633","1","2646","","701","701","701","179fc4b66b5fe7c86a05d012dd5a340c_2315","2124b6b02b7cef79fdc244b38ecf46bc_2276","RmaAA213_05660.p01","RmaAA338_05640.p01"
"RmaAA213_05710","","hypothetical protein","4","4","1","1","2628","1","2651","","1739","1739","1739","179fc4b66b5fe7c86a05d012dd5a340c_2337","2124b6b02b7cef79fdc244b38ecf46bc_2297","RmaAA213_05710.p01","RmaAA338_05690.p01"
"RmaAA213_05720","","hypothetical protein","4","4","1","1","2627","1","2652","","932","932","932","179fc4b66b5fe7c86a05d012dd5a340c_2341","2124b6b02b7cef79fdc244b38ecf46bc_2301","RmaAA213_05720.p01","RmaAA338_05700.p01"
"RmaAA338_05720","","hypothetical protein","4","4","1","1","2625","1","2654","","212","212","212","179fc4b66b5fe7c86a05d012dd5a340c_2349","2124b6b02b7cef79fdc244b38ecf46bc_2309","RmaAA213_05740.p01","RmaAA338_05720.p01"
"RmaAA213_00490","","DNA-directed RNA polymerase sigma-70 factor","4","4","1","1","51","1","2126","","554","554","554","179fc4b66b5fe7c86a05d012dd5a340c_209","2124b6b02b7cef79fdc244b38ecf46bc_211","RmaAA213_00490.p01","RmaAA338_00490.p01"
"pyrR_2","","bifunctional protein PyrR","4","4","1","1","2622","1","2657","","578","578","578","179fc4b66b5fe7c86a05d012dd5a340c_2362","2124b6b02b7cef79fdc244b38ecf46bc_2322","RmaAA213_05770.p01","RmaAA338_05750.p01"
"Rmar_0554","","hypothetical protein","4","4","1","1","2621","1","2658","","362","362","362","179fc4b66b5fe7c86a05d012dd5a340c_2366","2124b6b02b7cef79fdc244b38ecf46bc_2326","RmaAA213_05780.p01","RmaAA338_05760.p01"
"RmaAA213_05800","","gluconate transporter","4","4","1","1","2619","1","2660","","1340","1340","1340","179fc4b66b5fe7c86a05d012dd5a340c_2375","2124b6b02b7cef79fdc244b38ecf46bc_2334","RmaAA213_05800.p01","RmaAA338_05780.p01"
"Rhom172_0566","","hypothetical protein","4","4","1","1","2601","1","2678","","2507","2510","2509","179fc4b66b5fe7c86a05d012dd5a340c_2439","2124b6b02b7cef79fdc244b38ecf46bc_2358","RmaAA213_05980.p01","RmaAA338_05960.p01"
"RmaAA213_05990","","glycosyl transferase group 1","4","4","1","1","2600","1","2679","","1331","1331","1331","179fc4b66b5fe7c86a05d012dd5a340c_2443","2124b6b02b7cef79fdc244b38ecf46bc_2362","RmaAA213_05990.p01","RmaAA338_05970.p01"
"Rmar_R0005","","tRNA-Ser","4","4","1","1","64","1","2139","","87","89","88","179fc4b66b5fe7c86a05d012dd5a340c_259","2124b6b02b7cef79fdc244b38ecf46bc_262","RmaAA213_t00050.r01","RmaAA338_t00050.r01"
"Rmar_0578","","hypothetical protein","4","4","1","1","2594","1","2685","","995","995","995","179fc4b66b5fe7c86a05d012dd5a340c_2467","2124b6b02b7cef79fdc244b38ecf46bc_2386","RmaAA213_06050.p01","RmaAA338_06030.p01"
"Rmar_0579","","hypothetical protein","4","4","1","1","2593","1","2686","","644","644","644","179fc4b66b5fe7c86a05d012dd5a340c_2471","2124b6b02b7cef79fdc244b38ecf46bc_2390","RmaAA213_06060.p01","RmaAA338_06040.p01"
"RmaAA338_06090","","(2Fe-2S)-binding protein","4","4","1","1","2588","1","2691","","476","476","476","179fc4b66b5fe7c86a05d012dd5a340c_2491","2124b6b02b7cef79fdc244b38ecf46bc_2407","RmaAA213_06110.p01","RmaAA338_06090.p01"
"menA","","1,4-dihydroxy-2-naphthoate octaprenyltransferase","4","4","1","1","2586","1","2693","","962","962","962","179fc4b66b5fe7c86a05d012dd5a340c_2499","2124b6b02b7cef79fdc244b38ecf46bc_2415","RmaAA213_06130.p01","RmaAA338_06110.p01"
"RmaAA338_06140","","response regulator receiver modulated serine phosphatase","4","4","1","1","2583","1","2696","","1115","1115","1115","179fc4b66b5fe7c86a05d012dd5a340c_2511","2124b6b02b7cef79fdc244b38ecf46bc_2427","RmaAA213_06160.p01","RmaAA338_06140.p01"
"Rhom172_0585","","putative anti-sigma regulatory factor, serine/threonine protein kinase","4","4","1","1","2582","1","2697","","452","452","452","179fc4b66b5fe7c86a05d012dd5a340c_2515","2124b6b02b7cef79fdc244b38ecf46bc_2431","RmaAA213_06170.p01","RmaAA338_06150.p01"
"rplI","","50S ribosomal protein L9","4","4","1","1","2570","1","2709","","455","479","473","179fc4b66b5fe7c86a05d012dd5a340c_2565","2124b6b02b7cef79fdc244b38ecf46bc_2480","RmaAA213_06290.p01","RmaAA338_06270.p01"
"Rhom172_0599","","major facilitator superfamily MFS_1","4","4","1","1","2568","1","2711","","1181","1181","1181","179fc4b66b5fe7c86a05d012dd5a340c_2575","2124b6b02b7cef79fdc244b38ecf46bc_2489","RmaAA213_06310.p01","RmaAA338_06290.p01"
"Rmar_0606","","periplasmic-binding protein","4","4","1","1","2566","1","2713","","911","911","911","179fc4b66b5fe7c86a05d012dd5a340c_2585","2124b6b02b7cef79fdc244b38ecf46bc_2499","RmaAA213_06330.p01","RmaAA338_06310.p01"
"RmaAA213_00690","","transporter","4","4","1","1","72","1","2147","","1310","1349","1339","179fc4b66b5fe7c86a05d012dd5a340c_287","2124b6b02b7cef79fdc244b38ecf46bc_267","RmaAA213_00690.p01","RmaAA338_00620.p01"
"RmaAA213_06370","","ErfK/YbiS/YcfS/YnhG family protein","4","4","1","1","2562","1","2717","","1160","1166","1163","179fc4b66b5fe7c86a05d012dd5a340c_2602","2124b6b02b7cef79fdc244b38ecf46bc_2516","RmaAA213_06370.p01","RmaAA338_06350.p01"
"Rmar_0611","","ErfK/YbiS/YcfS/YnhG family protein","4","4","1","1","2561","1","2718","","632","647","643","179fc4b66b5fe7c86a05d012dd5a340c_2607","2124b6b02b7cef79fdc244b38ecf46bc_2521","RmaAA213_06380.p01","RmaAA338_06360.p01"
"Rhom172_0609","","hypothetical protein","4","4","1","1","2558","1","2721","","737","797","767","179fc4b66b5fe7c86a05d012dd5a340c_2621","2124b6b02b7cef79fdc244b38ecf46bc_2535","RmaAA213_06410.p01","RmaAA338_06390.p01"
"RmaAA213_06430","","hypothetical protein","4","4","1","1","2556","1","2723","","329","329","329","179fc4b66b5fe7c86a05d012dd5a340c_2629","2124b6b02b7cef79fdc244b38ecf46bc_2543","RmaAA213_06430.p01","RmaAA338_06410.p01"
"RmaAA338_06420","","hypothetical protein","4","4","1","1","2555","1","2724","","347","347","347","179fc4b66b5fe7c86a05d012dd5a340c_2633","2124b6b02b7cef79fdc244b38ecf46bc_2547","RmaAA213_06440.p01","RmaAA338_06420.p01"
"pheT","","phenylalanyl-tRNA synthetase, beta subunit","4","4","1","1","2554","1","2725","","2477","2477","2477","179fc4b66b5fe7c86a05d012dd5a340c_2637","2124b6b02b7cef79fdc244b38ecf46bc_2551","RmaAA213_06450.p01","RmaAA338_06430.p01"
"rplT","","50S ribosomal protein L20","4","4","1","1","2552","1","2727","","290","347","332","179fc4b66b5fe7c86a05d012dd5a340c_2645","2124b6b02b7cef79fdc244b38ecf46bc_2559","RmaAA213_06470.p01","RmaAA338_06450.p01"
"Rmar_R0016","","tRNA-Pro","4","4","1","1","2543","1","2736","","73","76","74","179fc4b66b5fe7c86a05d012dd5a340c_2669","2124b6b02b7cef79fdc244b38ecf46bc_9279","RmaAA213_t00120.r01","RmaAA338_t00120.r01"
"pyrD","","dihydroorotate dehydrogenase 2","4","4","1","1","2541","1","2738","","1094","1094","1094","179fc4b66b5fe7c86a05d012dd5a340c_2677","2124b6b02b7cef79fdc244b38ecf46bc_9272","RmaAA213_06570.p01","RmaAA338_06550.p01"
"RmaAA338_00660","","alanine racemase domain protein","4","4","1","1","76","1","2151","","1190","1190","1190","179fc4b66b5fe7c86a05d012dd5a340c_304","2124b6b02b7cef79fdc244b38ecf46bc_283","RmaAA213_00730.p01","RmaAA338_00660.p01"
"mrdA","","penicillin-binding protein 2","4","4","1","1","2538","1","2741","","1847","1847","1847","179fc4b66b5fe7c86a05d012dd5a340c_2690","2124b6b02b7cef79fdc244b38ecf46bc_9259","RmaAA213_06600.p01","RmaAA338_06580.p01"
"pheA","","prephenate dehydratase","4","4","1","1","2535","1","2744","","857","857","857","179fc4b66b5fe7c86a05d012dd5a340c_2703","2124b6b02b7cef79fdc244b38ecf46bc_9246","RmaAA213_06630.p01","RmaAA338_06610.p01"
"Rmar_0640","","channel protein, hemolysin III family","4","4","1","1","2528","1","2751","","617","617","617","179fc4b66b5fe7c86a05d012dd5a340c_2734","2124b6b02b7cef79fdc244b38ecf46bc_9220","RmaAA213_06700.p01","RmaAA338_06680.p01"
"Rhom172_2239","","hypothetical protein","4","4","1","1","2526","1","2753","","293","293","293","179fc4b66b5fe7c86a05d012dd5a340c_2742","2124b6b02b7cef79fdc244b38ecf46bc_9212","RmaAA213_06720.p01","RmaAA338_06700.p01"
"RmaAA338_06730","","acriflavin resistance protein","4","4","1","1","2523","1","2756","","3065","3065","3065","179fc4b66b5fe7c86a05d012dd5a340c_2756","2124b6b02b7cef79fdc244b38ecf46bc_9199","RmaAA213_06750.p01","RmaAA338_06730.p01"
"mscL","","large-conductance mechanosensitive channel","4","4","1","1","2521","1","2758","","434","434","434","179fc4b66b5fe7c86a05d012dd5a340c_2764","2124b6b02b7cef79fdc244b38ecf46bc_9191","RmaAA213_06770.p01","RmaAA338_06750.p01"
"Rmar_0655","","protein of unknown function DUF101","4","4","1","1","2514","1","2765","","431","449","435","179fc4b66b5fe7c86a05d012dd5a340c_2801","2124b6b02b7cef79fdc244b38ecf46bc_9165","RmaAA213_06830.p01","RmaAA338_06820.p01"
"aspG_1","","asparaginase","4","4","1","1","2513","1","2766","","482","524","492","179fc4b66b5fe7c86a05d012dd5a340c_2805","2124b6b02b7cef79fdc244b38ecf46bc_9161","RmaAA213_06840.p01","RmaAA338_06830.p01"
"Rmar_0657","","RNA polymerase, sigma-24 subunit, ECF subfamily","4","4","1","1","2512","1","2767","","542","542","542","179fc4b66b5fe7c86a05d012dd5a340c_2809","2124b6b02b7cef79fdc244b38ecf46bc_9157","RmaAA213_06850.p01","RmaAA338_06840.p01"
"RmaAA213_06870","","TonB-dependent receptor","4","4","1","1","2510","1","2769","","2666","2666","2666","179fc4b66b5fe7c86a05d012dd5a340c_2818","2124b6b02b7cef79fdc244b38ecf46bc_9149","RmaAA213_06870.p01","RmaAA338_06860.p01"
"Rhom172_0071","","peptidase M14 carboxypeptidase A","4","4","1","1","80","1","2155","","2504","2507","2504","179fc4b66b5fe7c86a05d012dd5a340c_321","2124b6b02b7cef79fdc244b38ecf46bc_300","RmaAA213_00770.p01","RmaAA338_00700.p01"
"recX","","regulatory protein RecX","4","4","1","1","2508","1","2771","","677","677","677","179fc4b66b5fe7c86a05d012dd5a340c_2827","2124b6b02b7cef79fdc244b38ecf46bc_9140","RmaAA213_06890.p01","RmaAA338_06880.p01"
"Rmar_0663","","protein serine/threonine phosphatase","4","4","1","1","2506","1","2773","","2540","2540","2540","179fc4b66b5fe7c86a05d012dd5a340c_2835","2124b6b02b7cef79fdc244b38ecf46bc_9132","RmaAA213_06910.p01","RmaAA338_06900.p01"
"deoD_1","","purine nucleoside phosphorylase","4","4","1","1","2505","1","2774","","821","839","830","179fc4b66b5fe7c86a05d012dd5a340c_2839","2124b6b02b7cef79fdc244b38ecf46bc_9128","RmaAA213_06920.p01","RmaAA338_06910.p01"
"Rmar_0670","","hypothetical protein","4","4","1","1","2499","1","2780","","692","692","692","179fc4b66b5fe7c86a05d012dd5a340c_2863","2124b6b02b7cef79fdc244b38ecf46bc_9104","RmaAA213_06980.p01","RmaAA338_06970.p01"
"Rhom172_2211","","LmbE family protein","4","4","1","1","2497","1","2782","","800","800","800","179fc4b66b5fe7c86a05d012dd5a340c_2871","2124b6b02b7cef79fdc244b38ecf46bc_9096","RmaAA213_07000.p01","RmaAA338_06990.p01"
"gcvH","","glycine cleavage system H protein","4","4","1","1","2493","1","2786","","383","383","383","179fc4b66b5fe7c86a05d012dd5a340c_2887","2124b6b02b7cef79fdc244b38ecf46bc_9080","RmaAA213_07040.p01","RmaAA338_07030.p01"
"Rhom172_2201","","hypothetical protein","4","4","1","1","2487","1","2792","","1121","1127","1125","179fc4b66b5fe7c86a05d012dd5a340c_2913","2124b6b02b7cef79fdc244b38ecf46bc_9055","RmaAA213_07100.p01","RmaAA338_07090.p01"
"Rmar_0685","","TonB-dependent siderophore receptor","4","4","1","1","2483","1","2796","","2306","2345","2325","179fc4b66b5fe7c86a05d012dd5a340c_2927","2124b6b02b7cef79fdc244b38ecf46bc_9043","RmaAA213_07140.p01","RmaAA338_07120.p01"
"RmaAA338_00720","","hypothetical protein","4","4","1","1","82","1","2157","","2513","2579","2546","179fc4b66b5fe7c86a05d012dd5a340c_330","2124b6b02b7cef79fdc244b38ecf46bc_308","RmaAA213_00790.p01","RmaAA338_00720.p01"
"Rmar_0691","","hypothetical protein","4","4","1","1","2477","1","2802","","182","182","182","179fc4b66b5fe7c86a05d012dd5a340c_2953","2124b6b02b7cef79fdc244b38ecf46bc_9024","RmaAA213_07200.p01","RmaAA338_07180.p01"
"RmaAA338_07200","","carbohydrate kinase","4","4","1","1","2475","1","2804","","1439","1439","1439","179fc4b66b5fe7c86a05d012dd5a340c_2961","2124b6b02b7cef79fdc244b38ecf46bc_9015","RmaAA213_07220.p01","RmaAA338_07200.p01"
"Rmar_0696","","4Fe-4S ferredoxin","4","4","1","1","2472","1","2807","","1400","1400","1400","179fc4b66b5fe7c86a05d012dd5a340c_2973","2124b6b02b7cef79fdc244b38ecf46bc_9003","RmaAA213_07250.p01","RmaAA338_07220.p01"
"clpX","","ATP-dependent Clp protease ATP-binding subunit ClpX","4","4","1","1","2465","1","2814","","1193","1259","1226","179fc4b66b5fe7c86a05d012dd5a340c_2993","2124b6b02b7cef79fdc244b38ecf46bc_8979","RmaAA213_07320.p01","RmaAA338_07290.p01"
"Rmar_0706","","ABC transporter ATP-binding protein","4","4","1","1","2460","1","2819","","776","776","776","179fc4b66b5fe7c86a05d012dd5a340c_3015","2124b6b02b7cef79fdc244b38ecf46bc_8958","RmaAA213_07370.p01","RmaAA338_07340.p01"
"Rmar_0708","","protein of unknown function UPF0118","4","4","1","1","2458","1","2821","","1268","1289","1278","179fc4b66b5fe7c86a05d012dd5a340c_3024","2124b6b02b7cef79fdc244b38ecf46bc_8949","RmaAA213_07390.p01","RmaAA338_07360.p01"
"RmaAA213_07450","","hypothetical protein","4","4","1","1","2452","1","2827","","1109","1109","1109","179fc4b66b5fe7c86a05d012dd5a340c_3048","2124b6b02b7cef79fdc244b38ecf46bc_8925","RmaAA213_07450.p01","RmaAA338_07420.p01"
"Rmar_0715","","hypothetical protein","4","4","1","1","2451","1","2828","","563","563","563","179fc4b66b5fe7c86a05d012dd5a340c_3052","2124b6b02b7cef79fdc244b38ecf46bc_8921","RmaAA213_07460.p01","RmaAA338_07430.p01"
"iscS","","cysteine desulfurase IscS","4","4","1","1","2450","1","2829","","1163","1163","1163","179fc4b66b5fe7c86a05d012dd5a340c_3056","2124b6b02b7cef79fdc244b38ecf46bc_8917","RmaAA213_07470.p01","RmaAA338_07440.p01"
"pcaC","","alkylhydroperoxidase like protein, AhpD family","4","4","1","1","103","1","2178","","548","548","548","179fc4b66b5fe7c86a05d012dd5a340c_417","2124b6b02b7cef79fdc244b38ecf46bc_397","RmaAA213_01000.p01","RmaAA338_00930.p01"
"Rhom172_2156","","hypothetical protein","4","4","1","1","2440","1","2839","","854","869","861","179fc4b66b5fe7c86a05d012dd5a340c_3102","2124b6b02b7cef79fdc244b38ecf46bc_8872","RmaAA213_07570.p01","RmaAA338_07540.p01"
"RmaAA338_07560","","cell envelope biogenesis protein OmpA","4","4","1","1","2438","1","2841","","629","656","635","179fc4b66b5fe7c86a05d012dd5a340c_3110","2124b6b02b7cef79fdc244b38ecf46bc_8863","RmaAA213_07590.p01","RmaAA338_07560.p01"
"Rmar_0734","","Trk system potassium transport protein TrkA","4","4","1","1","2432","1","2847","","545","1352","1150","179fc4b66b5fe7c86a05d012dd5a340c_3135","2124b6b02b7cef79fdc244b38ecf46bc_8836","RmaAA213_07650.p01","RmaAA338_07620.p01"
"Rmar_0735","","Trk system potassium transporter TrkH","4","4","1","1","2431","1","2848","","1484","1484","1484","179fc4b66b5fe7c86a05d012dd5a340c_3140","2124b6b02b7cef79fdc244b38ecf46bc_8832","RmaAA213_07660.p01","RmaAA338_07630.p01"
"RmaAA213_07680","","acetolactate synthase small subunit","4","4","1","1","2429","1","2850","","449","626","578","179fc4b66b5fe7c86a05d012dd5a340c_3148","2124b6b02b7cef79fdc244b38ecf46bc_8823","RmaAA213_07680.p01","RmaAA338_07650.p01"
"RmaAA213_07760","","MazG family protein","4","4","1","1","2421","1","2858","","851","851","851","179fc4b66b5fe7c86a05d012dd5a340c_3180","2124b6b02b7cef79fdc244b38ecf46bc_8791","RmaAA213_07760.p01","RmaAA338_07730.p01"
"htrA","","serine protease","4","4","1","1","2419","1","2860","","1535","1535","1535","179fc4b66b5fe7c86a05d012dd5a340c_3189","2124b6b02b7cef79fdc244b38ecf46bc_8783","RmaAA213_07780.p01","RmaAA338_07750.p01"
"panC","","pantothenate synthetase","4","4","1","1","2417","1","2862","","869","869","869","179fc4b66b5fe7c86a05d012dd5a340c_3197","2124b6b02b7cef79fdc244b38ecf46bc_8774","RmaAA213_07800.p01","RmaAA338_07770.p01"
"bioD","","ATP-dependent dethiobiotin synthetase BioD","4","4","1","1","110","1","2185","","725","725","725","179fc4b66b5fe7c86a05d012dd5a340c_449","2124b6b02b7cef79fdc244b38ecf46bc_424","RmaAA213_01070.p01","RmaAA338_01000.p01"
"RmaAA213_07820","","hypothetical protein","4","4","1","1","2415","1","2864","","1022","1022","1022","179fc4b66b5fe7c86a05d012dd5a340c_3206","2124b6b02b7cef79fdc244b38ecf46bc_8766","RmaAA213_07820.p01","RmaAA338_07790.p01"
"Rhom172_2129","","3-hydroxybutyryl-CoA dehydrogenase","4","4","1","1","2414","1","2865","","860","860","860","179fc4b66b5fe7c86a05d012dd5a340c_3211","2124b6b02b7cef79fdc244b38ecf46bc_8761","RmaAA213_07830.p01","RmaAA338_07800.p01"
"RmaAA338_07810","","phosphate starvation protein PhoH","4","4","1","1","2413","1","2866","","989","989","989","179fc4b66b5fe7c86a05d012dd5a340c_3219","2124b6b02b7cef79fdc244b38ecf46bc_8757","RmaAA213_07840.p01","RmaAA338_07810.p01"
"Rhom172_2126","","PpiC-type peptidyl-prolyl cis-trans isomerase","4","4","1","1","2411","1","2868","","2090","2090","2090","179fc4b66b5fe7c86a05d012dd5a340c_3227","2124b6b02b7cef79fdc244b38ecf46bc_8749","RmaAA213_07860.p01","RmaAA338_07830.p01"
"RmaAA213_07900","","flagellar biosynthesis protein FlhF","4","4","1","1","2407","1","2872","","1238","1241","1238","179fc4b66b5fe7c86a05d012dd5a340c_3243","2124b6b02b7cef79fdc244b38ecf46bc_8733","RmaAA213_07900.p01","RmaAA338_07870.p01"
"flhA","","flagellar biosynthesis protein FlhA","4","4","1","1","2406","1","2873","","2090","2090","2090","179fc4b66b5fe7c86a05d012dd5a340c_3247","2124b6b02b7cef79fdc244b38ecf46bc_8729","RmaAA213_07910.p01","RmaAA338_07880.p01"
"RmaAA213_01180","","hypothetical protein","4","4","1","1","121","1","2196","","392","392","392","179fc4b66b5fe7c86a05d012dd5a340c_496","2124b6b02b7cef79fdc244b38ecf46bc_470","RmaAA213_01180.p01","RmaAA338_01110.p01"
"cheB","","chemotaxis response regulator protein-glutamate methylesterase","4","4","1","1","2395","1","2884","","1058","1061","1060","179fc4b66b5fe7c86a05d012dd5a340c_3293","2124b6b02b7cef79fdc244b38ecf46bc_8683","RmaAA213_08020.p01","RmaAA338_07990.p01"
"cheY","","response regulator receiver protein","4","4","1","1","2392","1","2887","","368","380","374","179fc4b66b5fe7c86a05d012dd5a340c_3305","2124b6b02b7cef79fdc244b38ecf46bc_8671","RmaAA213_08050.p01","RmaAA338_08020.p01"
"cheW","","CheW protein","4","4","1","1","2388","1","2891","","497","521","509","179fc4b66b5fe7c86a05d012dd5a340c_3321","2124b6b02b7cef79fdc244b38ecf46bc_8655","RmaAA213_08090.p01","RmaAA338_08060.p01"
"Rhom172_2101","","flagellar hook protein FlgE","4","4","1","1","2386","1","2893","","1244","1247","1246","179fc4b66b5fe7c86a05d012dd5a340c_3325","2124b6b02b7cef79fdc244b38ecf46bc_8647","RmaAA213_08110.p01","RmaAA338_08080.p01"
"RmaAA338_08090","","flagellar operon protein","4","4","1","1","2385","1","2894","","389","389","389","179fc4b66b5fe7c86a05d012dd5a340c_3329","2124b6b02b7cef79fdc244b38ecf46bc_8643","RmaAA213_08120.p01","RmaAA338_08090.p01"
"Rhom172_2099","","basal-body rod modification protein FlgD","4","4","1","1","2384","1","2895","","692","692","692","179fc4b66b5fe7c86a05d012dd5a340c_3333","2124b6b02b7cef79fdc244b38ecf46bc_8639","RmaAA213_08130.p01","RmaAA338_08100.p01"
"ntrC","","two component, sigma54 specific, transcriptional regulator, Fis family","4","4","1","1","2370","1","2909","","1418","1430","1421","179fc4b66b5fe7c86a05d012dd5a340c_3394","2124b6b02b7cef79fdc244b38ecf46bc_8578","RmaAA213_08270.p01","RmaAA338_08240.p01"
"RmaAA213_08290","","hypothetical protein","4","4","1","1","2368","1","2911","","356","356","356","179fc4b66b5fe7c86a05d012dd5a340c_3402","2124b6b02b7cef79fdc244b38ecf46bc_8570","RmaAA213_08290.p01","RmaAA338_08260.p01"
"RmaAA338_01150","","Alpha,alpha-trehalase","4","4","1","1","125","1","2200","","1589","1589","1589","179fc4b66b5fe7c86a05d012dd5a340c_514","2124b6b02b7cef79fdc244b38ecf46bc_487","RmaAA213_01220.p01","RmaAA338_01150.p01"
"RmaAA338_08400","","N-acetylmuramoyl-L-alanine amidase","4","4","1","1","2354","1","2925","","1220","1220","1220","179fc4b66b5fe7c86a05d012dd5a340c_3453","2124b6b02b7cef79fdc244b38ecf46bc_8524","RmaAA213_08430.p01","RmaAA338_08400.p01"
"RmaAA338_08440","","short-chain dehydrogenase","4","4","1","1","2350","1","2929","","815","815","815","179fc4b66b5fe7c86a05d012dd5a340c_3470","2124b6b02b7cef79fdc244b38ecf46bc_8506","RmaAA213_08470.p01","RmaAA338_08440.p01"
"mnmA","","tRNA-specific 2-thiouridylase MnmA","4","4","1","1","2349","1","2930","","1148","1154","1149","179fc4b66b5fe7c86a05d012dd5a340c_3474","2124b6b02b7cef79fdc244b38ecf46bc_8502","RmaAA213_08480.p01","RmaAA338_08450.p01"
"Rmar_0818","","two component transcriptional regulator, winged helix family","4","4","1","1","2348","1","2931","","710","710","710","179fc4b66b5fe7c86a05d012dd5a340c_3478","2124b6b02b7cef79fdc244b38ecf46bc_8498","RmaAA213_08490.p01","RmaAA338_08460.p01"
"RmaAA213_08510","","endoglucanase","4","4","1","1","2346","1","2933","","1073","1073","1073","179fc4b66b5fe7c86a05d012dd5a340c_3486","2124b6b02b7cef79fdc244b38ecf46bc_8490","RmaAA213_08510.p01","RmaAA338_08480.p01"
