"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000145615.1","GCA_000189775.3","GCA_000307585.2","GCA_000328545.1","GCA_002250075.1"
"Tsac_0565","","pyruvate carboxyltransferase","2","2","1","1","14","1","1187","","1193","1193","1193","","af9d275dc4cc622cb84d6cc9ce503ea4_56","Tsac_0565.p01","",""
"Tsac_0573","","3,4-dihydroxy-2-butanone 4-phosphate synthase","2","2","1","1","22","1","1195","","1190","1190","1190","","af9d275dc4cc622cb84d6cc9ce503ea4_89","Tsac_0573.p01","",""
"Thexy_0024","","sporulation integral membrane protein YtvI","2","2","1","1","24","1","1197","","1064","1064","1064","","af9d275dc4cc622cb84d6cc9ce503ea4_97","Tsac_0575.p01","",""
"Thexy_0025","","hypothetical protein","2","2","1","1","25","1","1198","","167","167","167","","af9d275dc4cc622cb84d6cc9ce503ea4_101","Tsac_0576.p01","",""
"Thexy_0026","","signal peptidase I","2","2","1","1","26","1","1199","","536","536","536","","af9d275dc4cc622cb84d6cc9ce503ea4_105","Tsac_0577.p01","",""
"Tsac_0615","","Recombination protein recR","2","2","1","1","48","1","1221","","599","599","599","","af9d275dc4cc622cb84d6cc9ce503ea4_212","Tsac_0615.p01","",""
"Thexy_0078","","PSP1 domain protein","2","2","1","1","78","1","1251","","884","884","884","","af9d275dc4cc622cb84d6cc9ce503ea4_357","Tsac_0641.p01","",""
"Thexy_0085","","cation diffusion facilitator family transporter","2","2","1","1","85","1","1258","","878","878","878","","af9d275dc4cc622cb84d6cc9ce503ea4_388","Tsac_0648.p01","",""
"Thexy_0096","","hypothetical protein","2","2","1","1","96","1","1269","","281","281","281","","af9d275dc4cc622cb84d6cc9ce503ea4_432","Tsac_0665.p01","",""
"Thexy_0104","","Vesicle-fusing ATPase","2","2","1","1","104","1","1277","","1484","1484","1484","","af9d275dc4cc622cb84d6cc9ce503ea4_464","Tsac_0673.p01","",""
"Thexy_0106","","NADH/Ubiquinone/plastoquinone (complex I)","2","2","1","1","106","1","1279","","1883","1883","1883","","af9d275dc4cc622cb84d6cc9ce503ea4_472","Tsac_0675.p01","",""
"Thexy_0107","","respiratory-chain NADH dehydrogenase subunit 1","2","2","1","1","107","1","1280","","863","863","863","","af9d275dc4cc622cb84d6cc9ce503ea4_476","Tsac_0676.p01","",""
"Tsac_0678","","NADH dehydrogenase (ubiquinone) 30 kDa subunit","2","2","1","1","109","1","1282","","377","377","377","","af9d275dc4cc622cb84d6cc9ce503ea4_484","Tsac_0678.p01","",""
"Tsac_0679","","NADH dehydrogenase (quinone)","2","2","1","1","110","1","1283","","1082","1082","1082","","af9d275dc4cc622cb84d6cc9ce503ea4_488","Tsac_0679.p01","",""
"Thexy_0113","","hydrogenase accessory protein HypB","2","2","1","1","113","1","1286","","653","653","653","","af9d275dc4cc622cb84d6cc9ce503ea4_500","Tsac_0682.p01","",""
"Thexy_0144","","purine operon repressor, PurR","2","2","1","1","141","1","1314","","818","818","818","","af9d275dc4cc622cb84d6cc9ce503ea4_616","Tsac_0733.p01","",""
"Tsac_0735","","Bifunctional protein glmU","2","2","1","1","143","1","1316","","1373","1373","1373","","af9d275dc4cc622cb84d6cc9ce503ea4_624","Tsac_0735.p01","",""
"Tsac_0738","","integral membrane sensor signal transduction histidine kinase","2","2","1","1","146","1","1319","","1421","1421","1421","","af9d275dc4cc622cb84d6cc9ce503ea4_636","Tsac_0738.p01","",""
"Tsac_0754","","germination protein, Ger(x)C family","2","2","1","1","162","1","1335","","1148","1148","1148","","af9d275dc4cc622cb84d6cc9ce503ea4_701","Tsac_0754.p01","",""
"Thert_00942","","FAD dependent oxidoreductase","2","2","1","","","","","","737","1076","906","","","","5840733bfae2da7714a13ada5e214277_9783","Thert_00942.p01"
"Tsac_0757","","spore cortex-lytic enzyme","2","2","1","1","165","1","1338","","716","716","716","","af9d275dc4cc622cb84d6cc9ce503ea4_713","Tsac_0757.p01","",""
"Thexy_0170","","small, acid-soluble spore protein, alpha/be","2","2","1","1","167","1","1340","","185","185","185","","af9d275dc4cc622cb84d6cc9ce503ea4_722","Tsac_0759.p01","",""
"Tsac_0766","","amino acid permease-associated region","2","2","1","1","169","1","1342","","1376","1376","1376","","af9d275dc4cc622cb84d6cc9ce503ea4_730","Tsac_0766.p01","",""
"Tsac_0769","","arginine/ornithine antiporter","2","2","1","1","172","1","1345","","1427","1427","1427","","af9d275dc4cc622cb84d6cc9ce503ea4_742","Tsac_0769.p01","",""
"Thexy_0184","","amino acid transporter-like protein","2","2","1","1","180","1","1353","","1865","1865","1865","","af9d275dc4cc622cb84d6cc9ce503ea4_775","Tsac_0782.p01","",""
"Thert_00943","","FAD-dependent pyridine nucleotide-disulphide oxidoreductase","2","2","1","","","","","","302","1076","689","ad4372dd6c0e02f4056d5abcc058849f_9598","","","","Thert_00943.p01"
"Thexy_0189","","proton-coupled thiamine transporter YuaJ","2","2","1","1","185","1","1358","","638","638","638","","af9d275dc4cc622cb84d6cc9ce503ea4_796","Tsac_0788.p01","",""
"Thexy_0206","","carbamoyl-phosphate synthase, small subunit","2","2","1","1","202","1","1375","","1070","1070","1070","","af9d275dc4cc622cb84d6cc9ce503ea4_867","Tsac_0806.p01","",""
"Thexy_0208","","Argininosuccinate synthase","2","2","1","1","204","1","1377","","1238","1238","1238","","af9d275dc4cc622cb84d6cc9ce503ea4_875","Tsac_0808.p01","",""
"Tsac_0810","","CoA-disulfide reductase","2","2","1","1","207","1","1380","","2462","2468","2465","","af9d275dc4cc622cb84d6cc9ce503ea4_887","Tsac_0810.p01","",""
"Thexy_0224","","sporulation protein YabP","2","2","1","1","220","1","1393","","293","293","293","","af9d275dc4cc622cb84d6cc9ce503ea4_939","Tsac_0823.p01","",""
"Thexy_0265","","carboxyl transferase","2","2","1","1","262","1","1435","","1550","1550","1550","","af9d275dc4cc622cb84d6cc9ce503ea4_1108","Tsac_0943.p01","",""
"Thexy_0269","","putative transcriptional acitvator, Baf family","2","2","1","1","266","1","1439","","773","773","773","","af9d275dc4cc622cb84d6cc9ce503ea4_1125","Tsac_0947.p01","",""
"Tsac_0949","","GerA spore germination protein","2","2","1","1","268","1","1441","","1520","1520","1520","","af9d275dc4cc622cb84d6cc9ce503ea4_1133","Tsac_0949.p01","",""
"Tsac_0952","","hypothetical protein","2","2","1","1","271","1","1444","","524","524","524","","af9d275dc4cc622cb84d6cc9ce503ea4_1145","Tsac_0952.p01","",""
"Tsac_0953","","hypothetical protein","2","2","1","1","272","1","1445","","929","929","929","","af9d275dc4cc622cb84d6cc9ce503ea4_1149","Tsac_0953.p01","",""
"Tsac_0958","","dihydropteroate synthase","2","2","1","1","277","1","1450","","812","812","812","","af9d275dc4cc622cb84d6cc9ce503ea4_1169","Tsac_0958.p01","",""
"Thexy_0285","","hypothetical protein","2","2","1","1","282","1","1455","","185","185","185","","af9d275dc4cc622cb84d6cc9ce503ea4_1189","Tsac_0963.p01","",""
"Tsac_0964","","aminotransferase class-III","2","2","1","1","283","1","1456","","1394","1394","1394","","af9d275dc4cc622cb84d6cc9ce503ea4_1193","Tsac_0964.p01","",""
"Thexy_0289","","diguanylate cyclase with GAF sensor","2","2","1","1","286","1","1459","","1664","1664","1664","","af9d275dc4cc622cb84d6cc9ce503ea4_1205","Tsac_0967.p01","",""
"Tsac_0969","","PTS modulated transcriptional regulator, MtlR family","2","2","1","1","288","1","1461","","1958","1958","1958","","af9d275dc4cc622cb84d6cc9ce503ea4_1213","Tsac_0969.p01","",""
"Tsac_0972","","PTS system, fructose-specific, IIB subunnit","2","2","1","1","291","1","1464","","311","311","311","","af9d275dc4cc622cb84d6cc9ce503ea4_1226","Tsac_0972.p01","",""
"Tsac_0979","","protein arginine kinase, McsB","2","2","1","1","298","1","1471","","1007","1007","1007","","af9d275dc4cc622cb84d6cc9ce503ea4_1254","Tsac_0979.p01","",""
"Thexy_0305","","PilT protein domain protein","2","2","1","1","302","1","1475","","1103","1103","1103","","af9d275dc4cc622cb84d6cc9ce503ea4_1270","Tsac_0983.p01","",""
"Thexy_0316","","protein of unknown function DUF901","2","2","1","1","313","1","1486","","494","494","494","","af9d275dc4cc622cb84d6cc9ce503ea4_1314","Tsac_0994.p01","",""
"Thexy_0318","","translation elongation factor Tu","2","2","1","1","316","1","1489","","1202","1202","1202","","af9d275dc4cc622cb84d6cc9ce503ea4_1325","Tsac_0996.p01","",""
"Thexy_0332","","translation elongation factor Tu","2","2","1","1","330","1","1503","","1202","1202","1202","","af9d275dc4cc622cb84d6cc9ce503ea4_1381","Tsac_1009.p01","",""
"Thexy_0320","","preprotein translocase, SecE subunit","2","2","1","1","318","1","1491","","200","200","200","","af9d275dc4cc622cb84d6cc9ce503ea4_1333","Tsac_0997.p01","",""
"Tsac_1012","","ribosomal protein L4/L1e","2","2","1","1","333","1","1506","","620","620","620","","af9d275dc4cc622cb84d6cc9ce503ea4_1393","Tsac_1012.p01","",""
"Thexy_0336","","Ribosomal protein L25/L23","2","2","1","1","334","1","1507","","293","293","293","","af9d275dc4cc622cb84d6cc9ce503ea4_1397","Tsac_1013.p01","",""
"Tsac_1022","","ribosomal protein L24","2","2","1","1","343","1","1516","","323","323","323","","af9d275dc4cc622cb84d6cc9ce503ea4_1433","Tsac_1022.p01","",""
"Tsac_1026","","ribosomal protein L6","2","2","1","1","347","1","1520","","539","539","539","","af9d275dc4cc622cb84d6cc9ce503ea4_1449","Tsac_1026.p01","",""
"Tsac_1029","","ribosomal protein L30","2","2","1","1","350","1","1523","","185","185","185","","af9d275dc4cc622cb84d6cc9ce503ea4_1461","Tsac_1029.p01","",""
"Thexy_0364","","50S ribosomal protein L17","2","2","1","1","362","1","1535","","338","338","338","","af9d275dc4cc622cb84d6cc9ce503ea4_1509","Tsac_1041.p01","",""
"Thexy_R0032","","tRNA-Tyr","2","2","1","1","376","1","1549","","84","84","84","","af9d275dc4cc622cb84d6cc9ce503ea4_1577","Tsac_R0018.r01","",""
"Thexy_0374","","MazG nucleotide pyrophosphohydrolase","2","2","1","1","379","1","1552","","314","314","314","","af9d275dc4cc622cb84d6cc9ce503ea4_1588","Tsac_1051.p01","",""
"Thexy_0389","","thiamine pyrophosphate TPP-binding domain-containing protein","2","2","1","1","394","1","1567","","749","749","749","","af9d275dc4cc622cb84d6cc9ce503ea4_1650","Tsac_1066.p01","",""
"Tsac_2178","","thiamine pyrophosphate TPP-binding domain-containing protein","2","2","1","1","1997","1","754","","749","749","749","","af9d275dc4cc622cb84d6cc9ce503ea4_6753","Tsac_2178.p01","",""
"Tsac_1069","","phosphoglucosamine mutase","2","2","1","1","397","1","1570","","1343","1343","1343","","af9d275dc4cc622cb84d6cc9ce503ea4_1662","Tsac_1069.p01","",""
"Thexy_0455","","glycine hydroxymethyltransferase","2","2","1","1","456","1","1629","","1232","1232","1232","","af9d275dc4cc622cb84d6cc9ce503ea4_1915","Tsac_1185.p01","",""
"Tsac_1195","","4Fe-4S ferredoxin iron-sulfur binding domain-containing protein","2","2","1","1","467","1","1640","","206","206","206","","af9d275dc4cc622cb84d6cc9ce503ea4_1960","Tsac_1195.p01","",""
"Thexy_0488","","dihydroxyacetone kinase, phosphotransfer subunit","2","2","1","1","489","1","1662","","392","392","392","","af9d275dc4cc622cb84d6cc9ce503ea4_2049","Tsac_1211.p01","",""
"Thexy_0495","","ATP-dependent metalloprotease FtsH","2","2","1","1","496","1","1669","","1520","1520","1520","","af9d275dc4cc622cb84d6cc9ce503ea4_2078","Tsac_1218.p01","",""
"Thexy_0499","","ABC-type uncharacterized transport system","2","2","1","1","500","1","1673","","1382","1382","1382","","af9d275dc4cc622cb84d6cc9ce503ea4_2095","Tsac_1222.p01","",""
"Tsac_1223","","ABC-2 type transporter","2","2","1","1","501","1","1674","","707","707","707","","af9d275dc4cc622cb84d6cc9ce503ea4_2100","Tsac_1223.p01","",""
"Tsac_1224","","ABC transporter related protein","2","2","1","1","502","1","1675","","983","983","983","","af9d275dc4cc622cb84d6cc9ce503ea4_2104","Tsac_1224.p01","",""
"Thexy_0503","","hypothetical protein","2","2","1","1","504","1","1677","","389","389","389","","af9d275dc4cc622cb84d6cc9ce503ea4_2112","Tsac_1226.p01","",""
"Tsac_1228","","diaminopimelate decarboxylase","2","2","1","1","508","1","1681","","1337","1337","1337","","af9d275dc4cc622cb84d6cc9ce503ea4_2128","Tsac_1228.p01","",""
"Tsac_1233","","4Fe-4S ferredoxin iron-sulfur binding domain-containing protein","2","2","1","1","513","1","1686","","440","443","441","","af9d275dc4cc622cb84d6cc9ce503ea4_2148","Tsac_1233.p01","",""
"Thexy_0514","","glutamine amidotransferase class-II","2","2","1","1","515","1","1688","","1124","1124","1124","","af9d275dc4cc622cb84d6cc9ce503ea4_2156","Tsac_1235.p01","",""
"Thexy_0519","","carboxyl-terminal protease","2","2","1","1","520","1","1693","","1199","1199","1199","","af9d275dc4cc622cb84d6cc9ce503ea4_2178","Tsac_1240.p01","",""
"Tsac_1241","","PDZ/DHR/GLGF domain protein","2","2","1","1","521","1","1694","","1232","1232","1232","","af9d275dc4cc622cb84d6cc9ce503ea4_2182","Tsac_1241.p01","",""
"Thexy_0521","","2-phosphosulfolactate phosphatase","2","2","1","1","522","1","1695","","716","716","716","","af9d275dc4cc622cb84d6cc9ce503ea4_2186","Tsac_1242.p01","",""
"Tsac_1245","","FHA domain containing protein","2","2","1","1","525","1","1698","","401","401","401","","af9d275dc4cc622cb84d6cc9ce503ea4_2198","Tsac_1245.p01","",""
"Thexy_0525","","cell cycle protein","2","2","1","1","526","1","1699","","1244","1244","1244","","af9d275dc4cc622cb84d6cc9ce503ea4_2202","Tsac_1246.p01","",""
"Tsac_1247","","penicillin-binding protein transpeptidase","2","2","1","1","527","1","1700","","1427","1427","1427","","af9d275dc4cc622cb84d6cc9ce503ea4_2206","Tsac_1247.p01","",""
"Tsac_1280","","ABC-type transporter, integral membrane subunit","2","2","1","1","552","1","1725","","971","971","971","","af9d275dc4cc622cb84d6cc9ce503ea4_2308","Tsac_1280.p01","",""
"Thexy_0561","","hypothetical protein","2","2","1","1","562","1","1735","","236","236","236","","af9d275dc4cc622cb84d6cc9ce503ea4_2348","Tsac_1290.p01","",""
"Tsac_1297","","Glucokinase","2","2","1","1","571","1","1744","","1190","1199","1194","","af9d275dc4cc622cb84d6cc9ce503ea4_2384","Tsac_1297.p01","",""
"Thexy_0575","","polysaccharide deacetylase","2","2","1","1","576","1","1749","","710","710","710","","af9d275dc4cc622cb84d6cc9ce503ea4_2404","Tsac_1302.p01","",""
"Tsac_1305","","penicillin-binding protein transpeptidase","2","2","1","1","579","1","1752","","1661","1661","1661","","af9d275dc4cc622cb84d6cc9ce503ea4_2419","Tsac_1305.p01","",""
"Thexy_0584","","phenylacetic acid degradation-related protein","2","2","1","1","585","1","1758","","422","422","422","","af9d275dc4cc622cb84d6cc9ce503ea4_2445","Tsac_1311.p01","",""
"Tsac_1315","","Homoserine O-succinyltransferase","2","2","1","1","589","1","1762","","917","917","917","","af9d275dc4cc622cb84d6cc9ce503ea4_2461","Tsac_1315.p01","",""
"Thexy_0591","","cysteine synthase A","2","2","1","1","592","1","1765","","932","932","932","","af9d275dc4cc622cb84d6cc9ce503ea4_2473","Tsac_1318.p01","",""
"Thexy_0612","","UPF0042 nucleotide-binding protein yhbJ","2","2","1","1","613","1","1786","","854","854","854","","af9d275dc4cc622cb84d6cc9ce503ea4_2559","Tsac_1339.p01","",""
"Thexy_0615","","extracellular solute-binding protein family 1","2","2","1","1","616","1","1789","","1340","1340","1340","","af9d275dc4cc622cb84d6cc9ce503ea4_2572","Tsac_1343.p01","",""
"Tsac_1348","","extracellular solute-binding protein family 1","2","2","1","1","621","1","1794","","1262","1262","1262","","af9d275dc4cc622cb84d6cc9ce503ea4_2594","Tsac_1348.p01","",""
"Thexy_0629","","sporulation transcription regulator whiA","2","2","1","1","630","1","1803","","965","965","965","","af9d275dc4cc622cb84d6cc9ce503ea4_2630","Tsac_1357.p01","",""
"Tsac_1359","","putative signal transduction protein with CBS and DRTGG domains","2","2","1","1","632","1","1805","","1325","1325","1325","","af9d275dc4cc622cb84d6cc9ce503ea4_2638","Tsac_1359.p01","",""
"Tsac_1361","","hypothetical protein","2","2","1","1","634","1","1807","","197","197","197","","af9d275dc4cc622cb84d6cc9ce503ea4_2646","Tsac_1361.p01","",""
"Tsac_2626","","Ornithine carbamoyltransferase","2","2","1","1","665","1","1838","","941","941","941","","af9d275dc4cc622cb84d6cc9ce503ea4_2773","Tsac_2626.p01","",""
"Tsac_2617","","MotA/TolQ/ExbB proton channel","2","2","1","1","673","1","1846","","818","818","818","","af9d275dc4cc622cb84d6cc9ce503ea4_2806","Tsac_2617.p01","",""
"Tsac_2615","","Redox-sensing transcriptional repressor rex","2","2","1","1","675","1","1848","","659","659","659","","af9d275dc4cc622cb84d6cc9ce503ea4_2814","Tsac_2615.p01","",""
"Thexy_0679","","8-oxoguanine DNA glycosylase domain-containing protein","2","2","1","1","678","1","1851","","914","914","914","","af9d275dc4cc622cb84d6cc9ce503ea4_2826","Tsac_2609.p01","",""
"Tsac_2600","","ABC-type transporter, integral membrane subunit","2","2","1","1","692","1","1865","","860","860","860","","af9d275dc4cc622cb84d6cc9ce503ea4_2886","Tsac_2600.p01","",""
"Thexy_0695","","ABC transporter related protein","2","2","1","1","693","1","1866","","791","791","791","","af9d275dc4cc622cb84d6cc9ce503ea4_2890","Tsac_2599.p01","",""
"Thexy_0698","","hypothetical protein","2","2","1","1","696","1","1869","","116","116","116","","af9d275dc4cc622cb84d6cc9ce503ea4_2902","Tsac_2596.p01","",""
"Thexy_0700","","hypothetical protein","2","2","1","1","698","1","1871","","191","191","191","","af9d275dc4cc622cb84d6cc9ce503ea4_2910","Tsac_2594.p01","",""
"Thexy_0709","","phosphoribosylaminoimidazole carboxylase, catalytic subunit","2","2","1","1","707","1","1880","","491","491","491","","af9d275dc4cc622cb84d6cc9ce503ea4_2946","Tsac_2583.p01","",""
"Thexy_0711","","amidophosphoribosyltransferase","2","2","1","1","709","1","1882","","1397","1397","1397","","af9d275dc4cc622cb84d6cc9ce503ea4_2954","Tsac_2581.p01","",""
"Thexy_0713","","phosphoribosylglycinamide formyltransferase","2","2","1","1","711","1","1884","","608","617","612","","af9d275dc4cc622cb84d6cc9ce503ea4_2962","Tsac_2579.p01","",""
"Tsac_2570","","ABC-type transporter, integral membrane subunit","2","2","1","1","720","1","1893","","677","677","677","","af9d275dc4cc622cb84d6cc9ce503ea4_3000","Tsac_2570.p01","",""
"Thexy_0735","","ABC-type transporter, periplasmic subunit","2","2","1","1","733","1","1906","","1682","1682","1682","","af9d275dc4cc622cb84d6cc9ce503ea4_3055","Tsac_2557.p01","",""
"Thexy_0740","","oligopeptide/dipeptide ABC transporter, ATPase subunit","2","2","1","1","738","1","1911","","959","959","959","","af9d275dc4cc622cb84d6cc9ce503ea4_3076","Tsac_2553.p01","",""
"Tsac_2551","","Ribonuclease PH","2","2","1","1","740","1","1913","","779","779","779","","af9d275dc4cc622cb84d6cc9ce503ea4_3085","Tsac_2551.p01","",""
"Tsac_R0031","","tRNA-Leu","2","2","1","1","745","1","1918","","86","86","86","","af9d275dc4cc622cb84d6cc9ce503ea4_3111","Tsac_R0031.r01","",""
"Tsac_2536","","nitroreductase","2","2","1","1","771","1","1944","","617","617","617","","af9d275dc4cc622cb84d6cc9ce503ea4_3222","Tsac_2536.p01","",""
"Thexy_0776","","2-isopropylmalate synthase/homocitrate synthase family protein","2","2","1","1","773","1","1946","","1559","1559","1559","","af9d275dc4cc622cb84d6cc9ce503ea4_3231","Tsac_2529.p01","",""
"Thexy_0796","","phosphotransferase system PTS sorbose-specific IIC subunit","2","2","1","1","793","1","1966","","779","779","779","","af9d275dc4cc622cb84d6cc9ce503ea4_3312","Tsac_2505.p01","",""
"Tsac_2504","","PTS system mannose/fructose/sorbose family IID component","2","2","1","1","794","1","1967","","884","884","884","","af9d275dc4cc622cb84d6cc9ce503ea4_3316","Tsac_2504.p01","",""
"Tsac_2485","","Phosphoglycerate kinase","2","2","1","1","812","1","1985","","1181","1181","1181","","af9d275dc4cc622cb84d6cc9ce503ea4_3391","Tsac_2485.p01","",""
"Thexy_0826","","NGG1p interacting factor 3 protein, NIF3","2","2","1","1","823","1","1996","","1115","1115","1115","","af9d275dc4cc622cb84d6cc9ce503ea4_3442","Tsac_2474.p01","",""
"Tsac_2472","","Purine nucleoside phosphorylase deoD-type","2","2","1","1","825","1","1998","","701","701","701","","af9d275dc4cc622cb84d6cc9ce503ea4_3453","Tsac_2472.p01","",""
"Tsac_2467","","glycoside hydrolase family 18","2","2","1","1","830","1","2003","","1070","1070","1070","","af9d275dc4cc622cb84d6cc9ce503ea4_3480","Tsac_2467.p01","",""
"Tsac_2464","","LemA family protein","2","2","1","1","834","1","2007","","569","569","569","","af9d275dc4cc622cb84d6cc9ce503ea4_3497","Tsac_2464.p01","",""
"Thexy_0839","","nitrogen-fixing NifU domain-containing protein","2","2","1","1","837","1","2010","","221","221","221","","af9d275dc4cc622cb84d6cc9ce503ea4_3510","Tsac_2461.p01","",""
"Tsac_2396","","integral membrane protein MviN","2","2","1","1","857","1","2030","","1553","1553","1553","","af9d275dc4cc622cb84d6cc9ce503ea4_3593","Tsac_2396.p01","",""
"Thexy_0924","","TrkA-N domain protein","2","2","1","1","924","1","2097","","644","644","644","","af9d275dc4cc622cb84d6cc9ce503ea4_3872","Tsac_2338.p01","",""
"Thexy_0932","","glycosidase related protein","2","2","1","1","931","1","2104","","893","893","893","","af9d275dc4cc622cb84d6cc9ce503ea4_3901","Tsac_2320.p01","",""
"Thexy_1012","","nitrogen regulatory protein P-II","2","2","1","1","1006","1","2179","","338","338","338","","af9d275dc4cc622cb84d6cc9ce503ea4_4212","Tsac_2212.p01","",""
"Thexy_1015","","4Fe-4S ferredoxin iron-sulfur binding domain-containing protein","2","2","1","1","1009","1","2182","","203","203","203","","af9d275dc4cc622cb84d6cc9ce503ea4_4224","Tsac_2209.p01","",""
"Thexy_1017","","response regulator receiver modulated diguanylate cyclase","2","2","1","1","1011","1","2184","","932","932","932","","af9d275dc4cc622cb84d6cc9ce503ea4_4232","Tsac_2207.p01","",""
"Tsac_2194","","protein of unknown function DUF710","2","2","1","1","1024","1","2197","","374","374","374","","af9d275dc4cc622cb84d6cc9ce503ea4_4284","Tsac_2194.p01","",""
"Thexy_0482","","FAD dependent oxidoreductase","2","2","1","1","483","1","1656","","1481","1529","1505","","af9d275dc4cc622cb84d6cc9ce503ea4_2025","Tsac_1205.p01","",""
"Tsac_1553","","Ferredoxin hydrogenase","2","2","1","1","1043","1","2216","","1514","1514","1514","","af9d275dc4cc622cb84d6cc9ce503ea4_4364","Tsac_1553.p01","",""
"Thexy_1051","","GTP-binding protein YchF","2","2","1","1","1046","1","2219","","1091","1091","1091","","af9d275dc4cc622cb84d6cc9ce503ea4_4376","Tsac_1556.p01","",""
"Thexy_1052","","sporulation lipoprotein, YhcN/YlaJ family","2","2","1","1","1047","1","2220","","572","572","572","","af9d275dc4cc622cb84d6cc9ce503ea4_4381","Tsac_1557.p01","",""
"Thexy_1055","","Protein mraZ","2","2","1","1","1050","1","2223","","425","425","425","","af9d275dc4cc622cb84d6cc9ce503ea4_4393","Tsac_1560.p01","",""
"Thexy_1072","","RNA polymerase, sigma 28 subunit, SigE","2","2","1","1","1067","1","2240","","725","725","725","","af9d275dc4cc622cb84d6cc9ce503ea4_4462","Tsac_1577.p01","",""
"Tsac_1580","","Transcriptional repressor nrdR","2","2","1","1","1070","1","2243","","467","467","467","","af9d275dc4cc622cb84d6cc9ce503ea4_4474","Tsac_1580.p01","",""
"Thexy_1076","","two component transcriptional regulator, winged helix family","2","2","1","1","1071","1","2244","","707","707","707","","af9d275dc4cc622cb84d6cc9ce503ea4_4478","Tsac_1581.p01","",""
"Thexy_1091","","stage IV sporulation protein A","2","2","1","1","1086","1","2259","","1478","1478","1478","","af9d275dc4cc622cb84d6cc9ce503ea4_4540","Tsac_1597.p01","",""
"Thexy_1770","","transposase","2","2","1","1","1861","1","618","","1283","1283","1283","","af9d275dc4cc622cb84d6cc9ce503ea4_7320","","","Thert_02727.p01"
"Tsac_2605","","ABC transporter related protein","2","2","1","1","687","1","1860","","800","800","800","","af9d275dc4cc622cb84d6cc9ce503ea4_2864","Tsac_2605.p01","",""
"Tsac_2593","","hypothetical protein","2","2","1","1","699","1","1872","","107","107","107","","af9d275dc4cc622cb84d6cc9ce503ea4_2914","Tsac_2593.p01","",""
"Tsac_1977","","UPF0473 protein","2","2","1","1","1140","1","2313","","305","305","305","","af9d275dc4cc622cb84d6cc9ce503ea4_4759","Tsac_1977.p01","",""
"Tsac_1961","","RNA polymerase, sigma 28 subunit, SigK","2","2","1","1","1148","1","2321","","695","695","695","","af9d275dc4cc622cb84d6cc9ce503ea4_4791","Tsac_1961.p01","",""
"Tsac_1957","","twitching motility protein","2","2","1","1","1152","1","2325","","1052","1052","1052","","af9d275dc4cc622cb84d6cc9ce503ea4_4807","Tsac_1957.p01","",""
"Thexy_0702","","hypothetical protein","2","2","1","1","700","1","1873","","110","110","110","","af9d275dc4cc622cb84d6cc9ce503ea4_2918","Tsac_2592.p01","",""
"Thexy_1162","","hypothetical protein","2","2","1","1","1158","1","2331","","464","464","464","","af9d275dc4cc622cb84d6cc9ce503ea4_4831","Tsac_1951.p01","",""
"Tsac_1935","","stage III sporulation protein AD","2","2","1","1","1174","1","2347","","386","386","386","","af9d275dc4cc622cb84d6cc9ce503ea4_4895","Tsac_1935.p01","",""
"Tsac_1932","","stage III sporulation protein AG","2","2","1","1","1177","1","2350","","575","575","575","","af9d275dc4cc622cb84d6cc9ce503ea4_4908","Tsac_1932.p01","",""
"Tsac_1918","","stage IV sporulation protein B","2","2","1","1","1191","1","2364","","1310","1310","1310","","af9d275dc4cc622cb84d6cc9ce503ea4_4965","Tsac_1918.p01","",""
"Thexy_1196","","sporulation transcriptional activator Spo0A","2","2","1","1","1192","1","2365","","782","782","782","","af9d275dc4cc622cb84d6cc9ce503ea4_4969","Tsac_1917.p01","",""
"Thexy_1198","","hypothetical protein","2","2","1","1","1194","1","2367","","926","926","926","","af9d275dc4cc622cb84d6cc9ce503ea4_4977","Tsac_1915.p01","",""
"Tsac_1907","","peptidase S11 D-alanyl-D-alanine carboxypeptidase 1","2","2","1","1","1202","1","2375","","1154","1154","1154","","af9d275dc4cc622cb84d6cc9ce503ea4_5010","Tsac_1907.p01","",""
"Thexy_1208","","anti-sigma regulatory factor, serine/threonine protein kinase","2","2","1","1","1204","1","2377","","431","431","431","","af9d275dc4cc622cb84d6cc9ce503ea4_5018","Tsac_1905.p01","",""
"Thexy_1214","","stage V sporulation protein AE","2","2","1","1","1210","1","1169","","356","356","356","","af9d275dc4cc622cb84d6cc9ce503ea4_5042","Tsac_1899.p01","",""
"Thexy_1226","","Spermidine synthase","2","2","1","1","1222","1","1157","","833","833","833","","af9d275dc4cc622cb84d6cc9ce503ea4_5091","Tsac_1887.p01","",""
"Thexy_1626","","amino acid permease-associated region","2","2","1","1","2001","1","758","","1520","1520","1520","","af9d275dc4cc622cb84d6cc9ce503ea4_6737","Tsac_2174.p01","",""
"Thexy_1227","","agmatinase","2","2","1","1","1223","1","1156","","866","866","866","","af9d275dc4cc622cb84d6cc9ce503ea4_5095","Tsac_1886.p01","",""
"Thexy_1228","","Pyruvate carboxylase","2","2","1","1","1224","1","1155","","1394","1394","1394","","af9d275dc4cc622cb84d6cc9ce503ea4_5099","Tsac_1885.p01","",""
