"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000597845.1","GCA_000599625.1","GCA_000599645.1","GCA_000599665.1","GCA_000599685.1","GCA_000599705.1","GCA_000784925.1","GCA_000801165.1","GCA_000801185.2","GCA_000814145.2"
"BU34_09945","","hypothetical protein","4","4","1","1","3246","1","732","","287","287","287","BU34_09945.p01","CF57_26340.p01","CF61_26610.p01","","","","","","","RR31_23820.p01"
"CF61_26615","","hypothetical protein","4","4","1","1","3245","1","731","","821","821","821","BU34_09950.p01","CF57_26345.p01","CF61_26615.p01","","","","","","","RR31_23825.p01"
"CF57_26390","","conjugal transfer protein TraL","4","4","1","1","3238","1","724","","311","311","311","BU34_09995.p01","CF57_26390.p01","CF61_26660.p01","","","","","","","RR31_23855.p01"
"CF57_26395","","conjugal transfer protein TraE","4","4","1","1","3237","1","723","","566","566","566","BU34_10000.p01","CF57_26395.p01","CF61_26665.p01","","","","","","","RR31_23860.p01"
"CF57_26400","","conjugal transfer protein TraK","4","4","1","1","3236","1","722","","728","728","728","BU34_10005.p01","CF57_26400.p01","CF61_26670.p01","","","","","","","RR31_23865.p01"
"CF61_26675","","conjugal transfer protein TraB","4","4","1","1","3235","1","721","","1427","1427","1427","BU34_10010.p01","CF57_26405.p01","CF61_26675.p01","","","","","","","RR31_23870.p01"
"CF61_26680","","conjugal transfer protein TraP","4","4","1","1","3234","1","720","","590","590","590","BU34_10015.p01","CF57_26410.p01","CF61_26680.p01","","","","","","","RR31_23875.p01"
"RR31_23880","","conjugal transfer protein TrbD","4","4","1","1","3233","1","719","","197","197","197","BU34_10020.p01","CF57_26415.p01","CF61_26685.p01","","","","","","","RR31_23880.p01"
"BU34_10025","","conjugal transfer protein TrbG","4","4","1","1","3232","1","718","","251","251","251","BU34_10025.p01","CF57_26420.p01","CF61_26690.p01","","","","","","","RR31_23885.p01"
"CF57_26425","","conjugal transfer protein TraV","4","4","1","1","3231","1","717","","515","515","515","BU34_10030.p01","CF57_26425.p01","CF61_26695.p01","","","","","","","RR31_23890.p01"
"BU34_10035","","conjugal transfer protein TraR","4","4","1","1","3230","1","716","","221","221","221","BU34_10035.p01","CF57_26430.p01","CF61_26700.p01","","","","","","","RR31_23895.p01"
"CF57_26440","","conjugal transfer protein TraC","4","4","1","1","3229","1","715","","2627","2627","2627","BU34_10045.p01","CF57_26440.p01","CF61_26710.p01","","","","","","","RR31_23900.p01"
"BU34_10055","","conjugal transfer protein TraW","4","4","1","1","3227","1","713","","632","632","632","BU34_10055.p01","CF57_26450.p01","CF61_26720.p01","","","","","","","RR31_23910.p01"
"BU34_10060","","conjugal transfer protein TraU","4","4","1","1","3226","1","712","","992","992","992","BU34_10060.p01","CF57_26455.p01","CF61_26725.p01","","","","","","","RR31_23915.p01"
"CF61_26730","","conjugal transfer protein TrbC","4","4","1","1","3225","1","711","","638","638","638","BU34_10065.p01","CF57_26460.p01","CF61_26730.p01","","","","","","","RR31_23920.p01"
"BU34_10070","","conjugal transfer protein TraN","4","4","1","1","3224","1","710","","1808","1808","1808","BU34_10070.p01","CF57_26465.p01","CF61_26735.p01","","","","","","","RR31_23925.p01"
"RR31_23935","","conjugal transfer protein TraF","4","4","1","1","3222","1","708","","743","743","743","BU34_10080.p01","CF57_26475.p01","CF61_26745.p01","","","","","","","RR31_23935.p01"
"BU34_10135","","conjugal transfer protein TraD","4","4","1","1","3213","1","699","","2189","2207","2202","BU34_10135.p01","CF57_26530.p01","CF61_26800.p01","","","","","","","RR31_23985.p01"
"CF57_26630","","hypothetical protein","4","4","1","1","3205","1","691","","653","653","653","BU34_10235.p01","CF57_26630.p01","CF61_26900.p01","","","","ECONIH1_26860.p01","","",""
"ECONIH1_26850","","mRNA interferase PemK","4","4","1","1","3203","1","689","","332","332","332","BU34_10245.p01","CF57_26640.p01","CF61_26910.p01","","","","ECONIH1_26850.p01","","",""
"CF57_26665","","MerR family transcriptional regulator","4","4","1","1","3200","1","686","","434","434","434","BU34_10270.p01","CF57_26665.p01","CF61_26935.p01","","","","","","","RR31_24375.p01"
"BU34_10275","","mercuric transport protein","4","4","1","1","3199","1","685","","350","350","350","BU34_10275.p01","CF57_26670.p01","CF61_26940.p01","","","","","","","RR31_24370.p01"
"CF61_26945","","mercury transporter","4","4","1","1","3198","1","684","","275","275","275","BU34_10280.p01","CF57_26675.p01","CF61_26945.p01","","","","","","","RR31_24365.p01"
"CF61_26950","","mercury transport protein MerC","4","4","1","1","3197","1","683","","422","422","422","BU34_10285.p01","CF57_26680.p01","CF61_26950.p01","","","","","","","RR31_24360.p01"
"RR31_24355","","mercuric reductase","4","4","1","1","3196","1","682","","1694","1694","1694","BU34_10290.p01","CF57_26685.p01","CF61_26955.p01","","","","","","","RR31_24355.p01"
"CF61_26960","","transcriptional regulator MerD","4","4","1","1","3195","1","681","","362","362","362","BU34_10295.p01","CF57_26690.p01","CF61_26960.p01","","","","","","","RR31_24350.p01"
"BU34_10300","","mercury resistance protein","4","4","1","1","3194","1","680","","236","236","236","BU34_10300.p01","CF57_26695.p01","CF61_26965.p01","","","","","","","RR31_24345.p01"
"CF57_26700","","hypothetical protein","4","4","1","1","3193","1","679","","707","707","707","BU34_10305.p01","CF57_26700.p01","CF61_26970.p01","","","","","","","RR31_24340.p01"
"CF61_03210","","transcriptional regulator","4","4","1","1","440","1","2472","","731","731","731","BU34_11245.p01","CF57_02450.p01","CF61_03210.p01","","","","","","","RR31_17665.p01"
"BU34_11255","","fructoselysine 3-epimerase","4","4","1","1","442","1","2474","","830","830","830","BU34_11255.p01","CF57_02460.p01","CF61_03220.p01","","","","","","","RR31_17650.p01"
"frlB","","fructoselysine-6-P-deglycase","4","4","1","1","443","1","2475","","1022","1022","1022","BU34_11260.p01","CF57_02465.p01","CF61_03225.p01","","","","","","","RR31_17645.p01"
"frlA","","fructoselysine transporter","4","4","1","1","444","1","2476","","1337","1337","1337","BU34_11265.p01","CF57_02470.p01","CF61_03230.p01","","","","","","","RR31_17640.p01"
"CF57_02660","","lysozyme","4","4","1","1","477","1","2509","","2693","2693","2693","BU34_11455.p01","CF57_02660.p01","CF61_03420.p01","","","","","","","RR31_17470.p01"
"BU34_11465","","bacterioferritin-associated ferredoxin","4","4","1","1","479","1","2511","","194","194","194","BU34_11465.p01","CF57_02670.p01","CF61_03430.p01","","","","","","","RR31_17465.p01"
"BU34_11470","","bacterioferritin","4","4","1","1","480","1","2512","","476","476","476","BU34_11470.p01","CF57_02675.p01","CF61_03435.p01","","","","","","","RR31_17460.p01"
"RR31_17450","","general secretion pathway protein GspM","4","4","1","1","484","1","2516","","461","461","461","BU34_11490.p01","CF57_02695.p01","CF61_03455.p01","","","","","","","RR31_17450.p01"
"RR31_17445","","type II secretion system protein L","4","4","1","1","485","1","2517","","1163","1163","1163","BU34_11495.p01","CF57_02700.p01","CF61_03460.p01","","","","","","","RR31_17445.p01"
"BU34_11500","","type II secretion system protein K","4","4","1","1","486","1","2518","","983","983","983","BU34_11500.p01","CF57_02705.p01","CF61_03465.p01","","","","","","","RR31_17440.p01"
"CF57_02710","","type II secretion system protein J","4","4","1","1","487","1","2519","","587","587","587","BU34_11505.p01","CF57_02710.p01","CF61_03470.p01","","","","","","","RR31_17435.p01"
"BU34_11510","","type II secretion system protein I","4","4","1","1","488","1","2520","","377","377","377","BU34_11510.p01","CF57_02715.p01","CF61_03475.p01","","","","","","","RR31_17430.p01"
"CF61_03480","","general secretion pathway protein GspH","4","4","1","1","489","1","2521","","509","509","509","BU34_11515.p01","CF57_02720.p01","CF61_03480.p01","","","","","","","RR31_17425.p01"
"CF61_03485","","general secretion pathway protein GspG","4","4","1","1","490","1","2522","","437","437","437","BU34_11520.p01","CF57_02725.p01","CF61_03485.p01","","","","","","","RR31_17420.p01"
"CF61_03490","","type II secretion protein F","4","4","1","1","491","1","2523","","1196","1196","1196","BU34_11525.p01","CF57_02730.p01","CF61_03490.p01","","","","","","","RR31_17415.p01"
"BU34_11535","","secretion system protein D","4","4","1","1","492","1","2524","","1952","1952","1952","BU34_11535.p01","CF57_02740.p01","CF61_03500.p01","","","","","","","RR31_17405.p01"
"BU34_11540","","pilus assembly protein PilZ","4","4","1","1","493","1","2525","","815","815","815","BU34_11540.p01","CF57_02745.p01","CF61_03505.p01","","","","","","","RR31_17400.p01"
"CF61_03515","","general secretion pathway protein GspA","4","4","1","1","494","1","2526","","1469","1469","1469","BU34_11550.p01","CF57_02755.p01","CF61_03515.p01","","","","","","","RR31_17395.p01"
"BU34_11555","","general secretion pathway protein GspB","4","4","1","1","495","1","2527","","419","419","419","BU34_11555.p01","CF57_02760.p01","CF61_03520.p01","","","","","","","RR31_17390.p01"
"RR31_16305","","membrane protein","4","4","1","1","706","1","2738","","356","356","356","BU34_12905.p01","CF57_04120.p01","CF61_04895.p01","","","","","","","RR31_16305.p01"
"CF57_04550","","hypothetical protein","4","4","1","1","770","1","2802","","1064","1064","1064","BU34_13335.p01","CF57_04550.p01","CF61_05325.p01","","","","","","","RR31_15685.p01"
"RR31_15880","","mRNA interferase MqsR","4","4","1","1","794","1","2826","","296","296","296","BU34_13470.p01","CF57_04685.p01","CF61_05460.p01","","","","","","","RR31_15880.p01"
"RR31_15875","","antitoxin","4","4","1","1","795","1","2827","","395","395","395","BU34_13475.p01","CF57_04690.p01","CF61_05465.p01","","","","","","","RR31_15875.p01"
"CF61_06140","","fructose-bisphosphate aldolase","4","4","1","1","905","1","2937","","272","272","272","BU34_14120.p01","CF57_05335.p01","CF61_06140.p01","","","","","","HW43_25640.p01",""
"CF57_06545","","ssRNA endonuclease","4","4","1","1","1065","1","3097","","284","284","284","BU34_15220.p01","CF57_06545.p01","CF61_07245.p01","","","","ECONIH1_15760.p01","","",""
"RR31_22050","","hypothetical protein","4","4","1","1","2979","1","465","","314","314","314","BU34_16630.p01","CF57_27650.p01","CF61_28350.p01","","","","","","","RR31_22050.p01"
"CF57_28505","","hypothetical protein","4","4","1","1","2858","1","344","","254","254","254","BU34_17485.p01","CF57_28505.p01","CF61_29205.p01","","","","","","","RR31_21205.p01"
"CF57_28575","","hypothetical protein","4","4","1","1","2849","1","335","","1328","1328","1328","BU34_17555.p01","CF57_28575.p01","CF61_29275.p01","","","","","","","RR31_21160.p01"
"CF61_11655","","hypothetical protein","4","4","1","1","1739","1","3771","","179","179","179","BU34_19115.p01","CF57_10940.p01","CF61_11655.p01","","","","ECONIH1_12285.p01","","",""
"BU34_20110","","hypothetical protein","4","4","1","1","1591","1","3623","","206","206","206","BU34_20110.p01","CF57_09945.p01","CF61_10655.p01","","","","","","","RR31_12020.p01"
"RR31_12430","","hypothetical protein","4","4","1","1","1515","1","3547","","659","659","659","BU34_20600.p01","CF57_09460.p01","CF61_10170.p01","","","","","","","RR31_12430.p01"
"CF61_09485","","hypothetical protein","4","4","1","1","1405","1","3437","","275","275","275","BU34_21285.p01","CF57_08775.p01","CF61_09485.p01","","","","","","","RR31_12645.p01"
"BU34_21595","","hypothetical protein","4","4","1","1","1364","1","3396","","734","734","734","BU34_21595.p01","CF57_08470.p01","CF61_09180.p01","","","","","","","RR31_12875.p01"
"CF61_11905","","ABC transporter","4","4","1","1","1777","1","3809","","785","794","791","BU34_22695.p01","CF57_11175.p01","CF61_11905.p01","","","","","","","RR31_10985.p01"
"RR31_10980","","ABC transporter ATP-binding protein","4","4","1","1","1778","1","3810","","1295","1295","1295","BU34_22700.p01","CF57_11180.p01","CF61_11910.p01","","","","","","","RR31_10980.p01"
"CF57_11185","","kinase","4","4","1","1","1779","1","3811","","2126","2126","2126","BU34_22705.p01","CF57_11185.p01","CF61_11915.p01","","","","","","","RR31_10975.p01"
"CF57_11190","","mannosyltransferase","4","4","1","1","1780","1","3812","","2522","2522","2522","BU34_22710.p01","CF57_11190.p01","CF61_11920.p01","","","","","","","RR31_10970.p01"
"CF61_11925","","mannosyltransferase","4","4","1","1","1781","1","3813","","1145","1145","1145","BU34_22715.p01","CF57_11195.p01","CF61_11925.p01","","","","","","","RR31_10965.p01"
"CF61_12140","","hemolysin activation protein","4","4","1","1","1806","1","3838","","140","140","140","BU34_22930.p01","CF57_11410.p01","CF61_12140.p01","","","","","","","RR31_22920.p01"
"CF57_11660","","membrane protein","4","4","1","1","1837","1","3869","","1058","1058","1058","BU34_23180.p01","CF57_11660.p01","CF61_12390.p01","","","","","","HW43_13695.p01",""
"CF57_11770","","integrase","4","4","1","1","1849","1","3881","","128","128","128","BU34_23290.p01","CF57_11770.p01","CF61_12500.p01","","","","","HW42_13945.p01","",""
"BU34_23305","","transcriptional regulator","4","4","1","1","1851","1","3883","","797","797","797","BU34_23305.p01","CF57_11785.p01","CF61_12515.p01","","","","","HW42_13930.p01","",""
"RR31_08395","","cell division inhibition protein DicB","4","4","1","1","2233","1","4265","","188","188","188","BU34_25740.p01","CF57_14220.p01","CF61_14945.p01","","","","","","","RR31_08395.p01"
"BU34_25795","","holin","4","4","1","1","2237","1","4269","","215","215","215","BU34_25795.p01","CF57_14275.p01","CF61_15000.p01","","","","","","","RR31_08265.p01"
"CF57_14290","","hypothetical protein","4","4","1","1","2240","1","4272","","497","497","497","BU34_25810.p01","CF57_14290.p01","CF61_15015.p01","","","","ECONIH1_09075.p01","","",""
"BU34_25835","","gns","4","4","1","1","2243","1","4275","","173","173","173","BU34_25835.p01","CF57_14315.p01","CF61_15040.p01","","","","ECONIH1_09060.p01","","",""
"ECONIH1_09055","","hypothetical protein","4","4","1","1","2244","1","4276","","206","206","206","BU34_25840.p01","CF57_14320.p01","CF61_15045.p01","","","","ECONIH1_09055.p01","","",""
"CF57_15000","","hypothetical protein","4","4","1","1","2341","1","4373","","209","209","209","BU34_26510.p01","CF57_15000.p01","CF61_15735.p01","","","","","","HW43_11210.p01",""
"RR31_01145","","hypothetical protein","4","4","1","","","","","","1283","2078","1481","","","","CF58_05355.p01","CF59_05405.p01","CF60_05395.p01","","","","RR31_01145.p01"
"CF61_08045","","hypothetical protein","4","4","1","1","1194","1","3226","","206","206","206","BU34_29725.p01","CF57_07345.p01","CF61_08045.p01","","","","","","","RR31_13865.p01"
"HW43_18675","","lytic transglycosylase","4","4","1","","","","","","374","374","374","","CF57_05850.p01","","","","","","HW42_18950.p01","HW43_18675.p01","RR31_15040.p01"
"HW42_18945","","hypothetical protein","4","4","1","","","","","","218","218","218","","CF57_05860.p01","","","","","","HW42_18945.p01","HW43_18670.p01","RR31_15035.p01"
"RR31_24390","","beta-lactamase TEM","4","4","1","1","3181","1","667","","860","860","860","","CF57_26790.p01","CF61_27060.p01","","","","ECONIH1_27720.p01","","","RR31_24390.p01"
"CF61_27570","","transposase","4","4","1","1","3103","1","589","","191","200","197","BU34_09245.p01","CF57_25650.p01","CF61_27570.p01","","","","ECONIH1_17135.p01","","",""
"ECONIH1_25450","","transposase","4","4","1","","","","","","653","839","746","","","","CF58_20575.p01","CF59_20550.p01","","ECONIH1_25450.p01","","","RR31_22645.p01"
"BU34_09705","","resolvase","4","4","1","1","3278","1","764","","776","791","779","BU34_09705.p01","CF57_26100.p01","CF61_26370.p01","","","CF60_30500.p01","","","",""
"CF59_00215","","hypothetical protein","4","4","1","","","","","","875","875","875","","","","CF58_00200.p01","CF59_00215.p01","CF60_00215.p01","ECONIH1_22835.p01","","",""
"CF60_00780","","hypothetical protein","4","4","1","","","","","","1130","1130","1130","","","","CF58_00775.p01","CF59_00785.p01","CF60_00780.p01","ECONIH1_23220.p01","","",""
"CF60_00785","","5'-nucleotidase","4","4","1","","","","","","1553","1553","1553","","","","CF58_00780.p01","CF59_00790.p01","CF60_00785.p01","ECONIH1_23225.p01","","",""
"CF59_01335","","L-sorbose 1-phosphate reductase","4","4","1","","","","","","1229","1229","1229","","","","CF58_01285.p01","CF59_01335.p01","CF60_01320.p01","ECONIH1_23635.p01","","",""
"CF59_01340","","PTS mannose transporter subunit IID","4","4","1","","","","","","824","824","824","","","","CF58_01290.p01","CF59_01340.p01","CF60_01325.p01","ECONIH1_23640.p01","","",""
"CF60_01330","","PTS mannose transporter subunit IIC","4","4","1","","","","","","797","797","797","","","","CF58_01295.p01","CF59_01345.p01","CF60_01330.p01","ECONIH1_23645.p01","","",""
"CF60_01335","","PTS friuctose transporter subunit IIB","4","4","1","","","","","","494","494","494","","","","CF58_01300.p01","CF59_01350.p01","CF60_01335.p01","ECONIH1_23650.p01","","",""
"CF60_01355","","Cro/Cl family transcriptional regulator","4","4","1","","","","","","947","947","947","","","","CF58_01320.p01","CF59_01370.p01","CF60_01355.p01","ECONIH1_23665.p01","","",""
"CF58_02675","","hypothetical protein","4","4","1","","","","","","911","911","911","","","","CF58_02675.p01","CF59_02725.p01","CF60_02715.p01","ECONIH1_25060.p01","","",""
"CF59_04120","","hypothetical protein","4","4","1","","","","","","761","761","761","","","","CF58_04070.p01","CF59_04120.p01","CF60_04115.p01","ECONIH1_00085.p01","","",""
"CF58_04080","","hypothetical protein","4","4","1","","","","","","1244","1244","1244","","","","CF58_04080.p01","CF59_04130.p01","CF60_04125.p01","ECONIH1_00095.p01","","",""
"CF58_05405","","type VI secretion protein","4","4","1","","","","","","1082","1082","1082","","","","CF58_05405.p01","CF59_05455.p01","","ECONIH1_01200.p01","","","RR31_01185.p01"
"RR31_01325","","acyltransferase","4","4","1","","","","","","374","374","374","","","","CF58_05570.p01","CF59_05620.p01","CF60_05610.p01","","","","RR31_01325.p01"
"CF59_05875","","NADH:flavin oxidoreductase","4","4","1","","","","","","1142","1142","1142","","","","CF58_05825.p01","CF59_05875.p01","CF60_05865.p01","ECONIH1_01760.p01","","",""
"ECONIH1_01765","","alpha/beta hydrolase","4","4","1","","","","","","920","920","920","","","","CF58_05835.p01","CF59_05885.p01","CF60_05875.p01","ECONIH1_01765.p01","","",""
"CF60_05880","","transcriptional regulator","4","4","1","","","","","","926","926","926","","","","CF58_05840.p01","CF59_05890.p01","CF60_05880.p01","ECONIH1_01770.p01","","",""
"CF59_05895","","LysR family transcriptional regulator","4","4","1","","","","","","893","893","893","","","","CF58_05845.p01","CF59_05895.p01","CF60_05885.p01","ECONIH1_01775.p01","","",""
"CF60_05890","","aldehyde oxidase","4","4","1","","","","","","989","989","989","","","","CF58_05850.p01","CF59_05900.p01","CF60_05890.p01","ECONIH1_01780.p01","","",""
"CF60_05895","","2,5-diketo-D-gluconic acid reductase","4","4","1","","","","","","851","851","851","","","","CF58_05855.p01","CF59_05905.p01","CF60_05895.p01","ECONIH1_01785.p01","","",""
"RR31_24395","","transposon Tn3 resolvase","4","4","1","1","3180","1","666","","332","557","405","","CF57_26795.p01","CF61_27065.p01","","","","ECONIH1_27695.p01","","","RR31_24395.p01"
"ECONIH1_02635","","hypothetical protein","4","4","1","","","","","","203","203","203","","","","CF58_07130.p01","CF59_07180.p01","CF60_07175.p01","ECONIH1_02635.p01","","",""
"CF58_07135","","hypothetical protein","4","4","1","","","","","","422","422","422","","","","CF58_07135.p01","CF59_07185.p01","CF60_07180.p01","ECONIH1_02640.p01","","",""
"CF59_07190","","adhesin","4","4","1","","","","","","1016","1016","1016","","","","CF58_07140.p01","CF59_07190.p01","CF60_07185.p01","ECONIH1_02645.p01","","",""
"CF59_07525","","conjugal transfer protein TraR","4","4","1","","","","","","218","218","218","","","","CF58_07475.p01","CF59_07525.p01","CF60_07525.p01","ECONIH1_02915.p01","","",""
"CF60_07535","","hypothetical protein","4","4","1","","","","","","215","215","215","","","","CF58_07485.p01","CF59_07535.p01","CF60_07535.p01","","HW42_06375.p01","",""
"CF60_07705","","endopeptidase","4","4","1","","","","","","467","467","467","","","","CF58_07655.p01","CF59_07705.p01","CF60_07705.p01","ECONIH1_03070.p01","","",""
"ECONIH1_03085","","hypothetical protein","4","4","1","","","","","","410","410","410","","","","CF58_07670.p01","CF59_07720.p01","CF60_07720.p01","ECONIH1_03085.p01","","",""
"CF60_07945","","hypothetical protein","4","4","1","","","","","","269","269","269","","","","CF58_07850.p01","CF59_07925.p01","CF60_07945.p01","ECONIH1_03215.p01","","",""
"CF60_07970","","AraC family transcriptional regulator","4","4","1","","","","","","749","749","749","","","","CF58_07875.p01","CF59_07950.p01","CF60_07970.p01","ECONIH1_03235.p01","","",""
"CF58_08110","","phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex","4","4","1","","","","","","629","629","629","","","","CF58_08110.p01","CF59_08190.p01","CF60_08225.p01","ECONIH1_03365.p01","","",""
"CF60_08360","","LysR family transcriptional regulator","4","4","1","","","","","","902","902","902","","","","CF58_08245.p01","CF59_08325.p01","CF60_08360.p01","ECONIH1_03475.p01","","",""
"CF60_09125","","cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase","4","4","1","","","","","","602","602","602","","","","CF58_08990.p01","CF59_09060.p01","CF60_09125.p01","ECONIH1_04145.p01","","",""
"CF59_09100","","hypothetical protein","4","4","1","","","","","","827","827","827","","","","CF58_09030.p01","CF59_09100.p01","CF60_09165.p01","ECONIH1_04200.p01","","",""
"CF58_09615","","alpha-glucosidase","4","4","1","","","","","","2363","2363","2363","","","","CF58_09615.p01","CF59_09655.p01","CF60_09750.p01","ECONIH1_04690.p01","","",""
"CF59_09660","","hexuronate transporter","4","4","1","","","","","","1301","1301","1301","","","","CF58_09620.p01","CF59_09660.p01","CF60_09755.p01","ECONIH1_04695.p01","","",""
"CF59_09670","","cytochrome C peroxidase","4","4","1","","","","","","1103","1103","1103","","","","CF58_09630.p01","CF59_09670.p01","CF60_09765.p01","ECONIH1_04705.p01","","",""
"CF58_09885","","lipoprotein","4","4","1","","","","","","515","515","515","","","","CF58_09885.p01","CF59_09930.p01","CF60_10030.p01","ECONIH1_05150.p01","","",""
"CF60_11185","","hypothetical protein","4","4","1","","","","","","311","311","311","","","","CF58_11000.p01","CF59_11045.p01","CF60_11185.p01","ECONIH1_06445.p01","","",""
"CF59_11980","","TonB-dependent receptor","4","4","1","","","","","","1970","1970","1970","","","","CF58_11925.p01","CF59_11980.p01","CF60_12090.p01","ECONIH1_07155.p01","","",""
"CF58_11930","","molybdenum transport protein ModD","4","4","1","","","","","","854","854","854","","","","CF58_11930.p01","CF59_11985.p01","CF60_12095.p01","ECONIH1_07160.p01","","",""
"CF60_12100","","methyltransferase","4","4","1","","","","","","812","812","812","","","","CF58_11935.p01","CF59_11990.p01","CF60_12100.p01","ECONIH1_07165.p01","","",""
"CF58_11940","","iron ABC transporter ATP-binding protein","4","4","1","","","","","","758","758","758","","","","CF58_11940.p01","CF59_11995.p01","CF60_12105.p01","ECONIH1_07170.p01","","",""
"CF58_11945","","peptide ABC transporter substrate-binding protein","4","4","1","","","","","","980","980","980","","","","CF58_11945.p01","CF59_12000.p01","CF60_12110.p01","ECONIH1_07175.p01","","",""
"CF59_12650","","TetR family transcriptional regulator","4","4","1","","","","","","566","566","566","","","","CF58_12595.p01","CF59_12650.p01","CF60_12735.p01","ECONIH1_07845.p01","","",""
"CF60_12740","","acriflavine resistance protein E","4","4","1","","","","","","1121","1121","1121","","","","CF58_12600.p01","CF59_12655.p01","CF60_12740.p01","ECONIH1_07850.p01","","",""
"CF60_12745","","multidrug transporter","4","4","1","","","","","","3107","3107","3107","","","","CF58_12605.p01","CF59_12660.p01","CF60_12745.p01","ECONIH1_07855.p01","","",""
"CF59_12665","","multidrug transporter","4","4","1","","","","","","1373","1373","1373","","","","CF58_12610.p01","CF59_12665.p01","CF60_12750.p01","ECONIH1_07860.p01","","",""
"CF59_12670","","major facilitator transporter","4","4","1","","","","","","1163","1163","1163","","","","CF58_12615.p01","CF59_12670.p01","CF60_12755.p01","ECONIH1_07865.p01","","",""
"CF60_13315","","cell envelope protein TolA","4","4","1","","","","","","428","428","428","","","","CF58_13150.p01","CF59_13200.p01","CF60_13315.p01","ECONIH1_09100.p01","","",""
"CF58_13155","","hypothetical protein","4","4","1","","","","","","395","395","395","","","","CF58_13155.p01","CF59_13205.p01","CF60_13320.p01","ECONIH1_09095.p01","","",""
"CF60_17240","","acetyltransferase","4","4","1","","","","","","479","479","479","","","","CF58_17505.p01","CF59_17460.p01","CF60_17240.p01","ECONIH1_11115.p01","","",""
"CF60_17500","","hypothetical protein","4","4","1","","","","","","329","329","329","","","","CF58_17765.p01","CF59_17720.p01","CF60_17500.p01","ECONIH1_11315.p01","","",""
"ECONIH1_12060","","dTDP-glucose 4,6-dehydratase","4","4","1","","","","","","1085","1085","1085","","","","CF58_18250.p01","CF59_18195.p01","CF60_17960.p01","ECONIH1_12060.p01","","",""
"BU34_09230","","transposase","4","4","1","1","3105","1","591","","209","209","209","BU34_09230.p01","CF57_25635.p01","CF61_27555.p01","","","","ECONIH1_25535.p01","","",""
"ECONIH1_12415","","hypothetical protein","4","4","1","","","","","","281","281","281","","","","CF58_18910.p01","CF59_18855.p01","CF60_18630.p01","ECONIH1_12415.p01","","",""
"CF60_19540","","MFS transporter","4","4","1","","","","","","1190","1190","1190","","","","CF58_19825.p01","CF59_19800.p01","CF60_19540.p01","ECONIH1_13080.p01","","",""
"CF60_20275","","aminoimidazole riboside kinase","4","4","1","","","","","","914","923","920","","","","CF58_20630.p01","CF59_20605.p01","CF60_20275.p01","","","HW43_16225.p01",""
"CF58_20645","","glycosyl hydrolase family 32","4","4","1","","","","","","1433","1433","1433","","","","CF58_20645.p01","CF59_20620.p01","CF60_20290.p01","","","HW43_16230.p01",""
"CF58_20650","","sucrose operon repressor","4","4","1","","","","","","995","995","995","","","","CF58_20650.p01","CF59_20625.p01","CF60_20295.p01","","","HW43_16235.p01",""
"CF58_20720","","hypothetical protein","4","4","1","","","","","","275","275","275","","","","CF58_20720.p01","CF59_20695.p01","CF60_20365.p01","ECONIH1_13705.p01","","",""
"group_3278","xseA","exodeoxyribonuclease VII large subunit","4","4","1","","","","","","1367","1376","1373","","","","CF58_21540.p01","CF59_21515.p01","CF60_21180.p01","ECONIH1_14645.p01","","",""
"CF60_21960","","hypothetical protein","4","4","1","","","","","","734","734","734","","","","CF58_22335.p01","CF59_22300.p01","CF60_21960.p01","","HW42_03025.p01","",""
"CF60_22055","","hypothetical protein","4","4","1","","","","","","320","320","320","","","","CF58_22375.p01","CF59_22365.p01","CF60_22055.p01","","HW42_03065.p01","",""
"CF60_22245","","DeoR faimly transcriptional regulator","4","4","1","","","","","","1334","1334","1334","","","","CF58_22580.p01","CF59_22570.p01","CF60_22245.p01","ECONIH1_15340.p01","","",""
"ECONIH1_15345","","alkylhydroperoxidase","4","4","1","","","","","","431","431","431","","","","CF58_22585.p01","CF59_22575.p01","CF60_22250.p01","ECONIH1_15345.p01","","",""
"CF60_22655","","transporter","4","4","1","","","","","","428","428","428","","","","CF58_22990.p01","CF59_22980.p01","CF60_22655.p01","ECONIH1_15655.p01","","",""
"CF59_23560","","hypothetical protein","4","4","1","","","","","","407","407","407","","","","CF58_23570.p01","CF59_23560.p01","CF60_23235.p01","ECONIH1_16140.p01","","",""
"ECONIH1_16405","","type III secretion protein","4","4","1","","","","","","458","458","458","","","","CF58_23915.p01","CF59_23860.p01","CF60_23465.p01","ECONIH1_16405.p01","","",""
"CF58_23920","","ATP synthase","4","4","1","","","","","","1292","1292","1292","","","","CF58_23920.p01","CF59_23865.p01","CF60_23470.p01","ECONIH1_16410.p01","","",""
"CF60_23475","","type III secretion system protein InvA","4","4","1","","","","","","2060","2060","2060","","","","CF58_23925.p01","CF59_23870.p01","CF60_23475.p01","ECONIH1_16415.p01","","",""
"CF58_23935","","type III secretion system outer membrane pore InvG","4","4","1","","","","","","1703","1703","1703","","","","CF58_23935.p01","CF59_23880.p01","CF60_23485.p01","ECONIH1_16425.p01","","",""
